claim_id,register_scope,category,page_id,slug,page_type,intended_status,exact_claim,matched_text,placement,widget_type,evidence_citation,evidence_status,required_disposition,blocks_staging,blocks_publication,final_disposition,final_text,disposition_authority,final_blocks_staging,final_blocks_publication
LEG-0121,legacy_232,researched_job_record,1371,concreters-catherine-field,suburb,draft,"The typical Catherine Field workload includes New-release urban driveways and crossovers, Long rural access driveways with dish crossings, Machinery and shed hardstand on acreage and Alfresco slabs. Preparation is matched to the verified Catherine Field ground profile, the finished levels and the intended load rather than copied from a neighbouring suburb. The Catherine Field evidence register identifies Camden Growth Centres LEP 2008 and Catherine Field (Part) Precinct DCP and records the local housing period as 2018–present new release alongside retained rural acreage. Access evidence for Catherine Field is anchored to Camden Valley Way, Oran Park Drive, Catherine Field Road and Sussex Street; the Catherine Field locality references are Catherine Park House, Western Sydney Aerotropolis corridor and St Benedict's Catholic College. The researched Catherine Field job record contains New-release urban driveways and crossovers, Long rural access driveways with dish crossings, Machinery and shed hardstand on acreage and Alfresco slabs. These Catherine Field examples describe the supplied job mix rather than a claim about an unverified project. The unresolved Catherine Field checks are framed by these supplied questions: Do I need a dish crossing or a pipe crossing on my acreage block?, How thick should a rural access driveway be for truck traffic? and Does the bitumen shoulder seal come with the driveway quote?. Each Catherine Field answer must retain its cited council, planning, engineering or operator source. The Catherine Field development references supplied for research are Catherine Park Estate and new release stages. The Catherine Field page treats those names as source leads, not as proof of a Structure Co project. The supplied Catherine Field job weighting is new build 70%, replacement 5%, decorative 10% and commercial 15%. The Catherine Field service emphasis follows that recorded mix. The Catherine Field research brief assigns postcode 2557, authority Camden Council and primary query concreters catherine field. Those Catherine Field identifiers must agree across the import record. The supplied Catherine Field query set is concreter catherine field, concrete driveway catherine field, rural driveway catherine field, shed slab catherine field and concrete slab catherine field 2557. The Catherine Field body uses that set only where the researched ground, approval or job evidence supports the wording. Catherine Field separates its shed and garage slabs evidence from the general Catherine Field brief; Shed and Garage Slabs in Catherine Field carries that service decision.",The researched Catherine Field job record contains,_elementor_data:$[6].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job record exists,UNSUPPORTED,remove the invented job-record construction,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; invented researched-job-record construction removed",False,False
LEG-0122,legacy_232,review_rating_testimonial,1371,concreters-catherine-field,suburb,draft,Concrete testimonial 2 camden in the context of Concreters Catherine Field,testimonial,_elementor_data:$[8].elements[0].elements[0].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0123,legacy_232,review_rating_testimonial,1371,concreters-catherine-field,suburb,draft,Concrete testimonial 1 1 camden in the context of Concreters Catherine Field,testimonial,_elementor_data:$[10].elements[0].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0124,legacy_232,real_photo_pending_local_project,1371,concreters-catherine-field,suburb,draft,[[REAL_PHOTO_PENDING: verified Structure Co project in Catherine Field]],[[REAL_PHOTO_PENDING: verified Structure Co project in Catherine Field]],_elementor_data:$[10].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0125,legacy_232,real_photo_pending_local_project,1371,concreters-catherine-field,suburb,draft,[[REAL_PHOTO_PENDING: verified Structure Co project in Catherine Field]],[[REAL_PHOTO_PENDING: verified Structure Co project in Catherine Field]],_elementor_data:$[10].elements[1].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0126,legacy_232,real_photo_pending_local_project,1371,concreters-catherine-field,suburb,draft,[[REAL_PHOTO_PENDING: verified Structure Co project in Catherine Field]],[[REAL_PHOTO_PENDING: verified Structure Co project in Catherine Field]],_elementor_data:$[10].elements[2].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0127,legacy_232,fixed_price_on_site_quote,1371,concreters-catherine-field,suburb,draft,Fixed-Price On-Site Quotes in Oran Park,Fixed-Price On-Site Quotes,_elementor_data:$[11].elements[1].elements[0].settings.title_text,icon-box,NONE — data/verified-facts.yml pricing and owner attestation 21 August 2026,UNSUPPORTED,remove the promise; say only that job-specific quotations and terms must be confirmed,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0128,legacy_232,licence_insurance_accreditation,1371,concreters-catherine-field,suburb,draft,Licensed & Insured,Licensed & Insured,_elementor_data:$[11].elements[1].elements[2].settings.title_text,icon-box,NONE — data/verified-facts.yml licensing; no contractor credential is authorised,UNSUPPORTED,remove or restate only as a requirement to verify the independent provider,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0129,legacy_232,service_area_claim,1371,concreters-catherine-field,suburb,draft,AREAS WE COVER AROUND CATHERINE FIELD,AREAS WE COVER,_elementor_data:$[12].elements[1].elements[0].settings.title,heading,NONE — data/verified-facts.yml service_areas verified:false and empty,UNSUPPORTED,replace with non-service suburb information or remove,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0130,legacy_232,false_verified_project_record,1371,concreters-catherine-field,suburb,draft,"For Catherine Field, the verified project record says: Catherine Field is mid-transition. On one street you're pouring a 4.5m urban crossover to Camden's 32 MPa / 125mm / SL72 standard; two streets over you're on an RU acreage lot where Council requires a standard concrete dish crossing aligned to the table drain invert and a bitumen shoulder seal back to the existing pavement. Two completely different specs in the same suburb.",verified project record says,_elementor_data:$[14].elements[2].elements[0].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0131,legacy_232,false_verified_project_record,1371,concreters-catherine-field,suburb,draft,"For Catherine Field, the verified project record says: Shale clay, engineered fill in the new releases, undisturbed profile on the remaining acreage. Rural lots often need a longer, thicker access section to carry delivery and machinery traffic.",verified project record says,_elementor_data:$[14].elements[2].elements[1].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0132,legacy_232,false_verified_project_record,1371,concreters-catherine-field,suburb,draft,"For Catherine Field, the verified project record says: Urban lots: Camden Standard Residential Driveway Crossing Application. Rural lots: rural residential driveway spec with dish crossing; pipe crossings only by Council approval.",verified project record says,_elementor_data:$[14].elements[2].elements[2].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0133,legacy_232,fixed_price_on_site_quote,1371,concreters-catherine-field,suburb,draft,"Concreting in Catherine Field 2557 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",on-site quote,postmeta:rank_math_description,meta,NONE — data/verified-facts.yml pricing and owner attestation 21 August 2026,UNSUPPORTED,remove the promise; say only that job-specific quotations and terms must be confirmed,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
LEG-0134,legacy_232,researched_job_record,1379,concreters-cobbitty,suburb,draft,"The typical Cobbitty workload includes Long rural access driveways, Dish crossings and shoulder seals, Machinery shed floors and hardstands and Stable and workshop slabs. Preparation is matched to the verified Cobbitty ground profile, the finished levels and the intended load rather than copied from a neighbouring suburb. Where the brief is business-facing, commercial concreting in Cobbitty is scoped around the documented use and project requirements rather than domestic assumptions. The Cobbitty evidence register identifies Camden LEP 2010, Camden Growth Centres LEP 2008 and Rural residential driveway specification and records the local housing period as Rural acreage plus emerging new release. Access evidence for Cobbitty is anchored to Cobbitty Road, The Northern Road and Werombi Road; the Cobbitty locality references are Cobbitty Village, Heritage Cobbitty church precinct, University of Sydney Camden campus and Western Sydney Airport corridor. The researched Cobbitty job record contains Long rural access driveways, Dish crossings and shoulder seals, Machinery shed floors and hardstands and Stable and workshop slabs. These Cobbitty examples describe the supplied job mix rather than a claim about an unverified project. The unresolved Cobbitty checks are framed by these supplied questions: Do I need a dish crossing or a pipe crossing?, Who pays for the bitumen shoulder seal? and How thick should a machinery shed floor be?. Each Cobbitty answer must retain its cited council, planning, engineering or operator source. The Cobbitty development references supplied for research are Cobbitty new release and RU1 acreage holdings. The Cobbitty page treats those names as source leads, not as proof of a Structure Co project. The supplied Cobbitty job weighting is new build 35%, replacement 10%, decorative 5% and commercial 50%. The Cobbitty service emphasis follows that recorded mix. The Cobbitty research brief assigns postcode 2570, authority Camden Council and primary query concreters cobbitty. Those Cobbitty identifiers must agree across the import record. The supplied Cobbitty query set is concreter cobbitty, rural driveway cobbitty, shed slab cobbitty, machinery hardstand cobbitty and concrete acreage driveway camden. The Cobbitty body uses that set only where the researched ground, approval or job evidence supports the wording. Cobbitty separates its commercial concreting evidence from the general Cobbitty brief; Commercial Concreting in Cobbitty carries that service decision.",The researched Cobbitty job record contains,_elementor_data:$[6].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job record exists,UNSUPPORTED,remove the invented job-record construction,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; invented researched-job-record construction removed",False,False
LEG-0135,legacy_232,real_photo_pending_local_project,1379,concreters-cobbitty,suburb,draft,[[REAL_PHOTO_PENDING: verified Structure Co project in Cobbitty]],[[REAL_PHOTO_PENDING: verified Structure Co project in Cobbitty]],_elementor_data:$[10].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
