requirement_id,wave,page_slug,page_type,elementor_widget_id,section,slot_classification,required_or_optional,asset_source,subject,orientation,aspect_ratio,min_dimensions,preferred_format,safe_filename,alt_text_rule,geographic_claim_allowed,evidence_required,reuse_allowed,current_attachment_id,current_filename,required_action,owner_input,blocks_launch,notes
IMG-0179,Wave 3 pending research,concreters-catherine-field,suburb,0ca264b,8d1059a — Levels and water movement in Catherine Field,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Levels and water movement in Catherine Field,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0180,Wave 3 pending research,concreters-catherine-field,suburb,7bcc8c0,a599284 — Driveway approvals for Catherine Field,DEFERRED,optional,existing re-encoded media,Concrete stepping slabs laid through a garden; visible purpose: Driveway approvals for Catherine Field,portrait,3:4,750x1000,WebP,concrete-stepping-slabs-garden-path-51.webp,Concrete stepping slabs laid through a garden,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,51,concrete-stepping-slabs-garden-path-51.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0181,Wave 3 pending research,concreters-catherine-field,suburb,0424a72,36efc778 — Untitled Elementor section,DEFERRED,optional,existing re-encoded media,Freshly poured concrete beside a swimming pool; visible purpose: Untitled Elementor section,landscape,1333:750,1333x750,WebP,fresh-concrete-pool-surround-52.webp,Freshly poured concrete beside a swimming pool,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,52,concrete-testimonial-1-1-camden-52.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: D32 section already removed,none,no — page is outside the smallest launch,page_id=1371; widget_type=image; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0182,Wave 3 pending research,concreters-catherine-field,suburb,4195f9b,36efc778 — Untitled Elementor section,DEFERRED,optional,existing re-encoded media,Patiosandpathways; visible purpose: Untitled Elementor section,portrait,3:4,750x1000,WebP,patiosandpathways-53.webp,Patiosandpathways,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,53,patiosandpathways-camden-53.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: D32 section already removed,none,no — page is outside the smallest launch,page_id=1371; widget_type=image; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0183,Wave 3 pending research,concreters-catherine-field,suburb,e5f56c0,36efc778 — Untitled Elementor section,DEFERRED,optional,existing re-encoded media,Coloured detailed concrete; visible purpose: Untitled Elementor section,landscape,649:454,649x454,JPEG,coloured-detailed-concrete-54.jpg,Coloured detailed concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,54,coloured-detailed-concrete-camden-54.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: D32 section already removed,none,no — page is outside the smallest launch,page_id=1371; widget_type=image; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0184,Wave 3 pending research,concreters-narellan,suburb,7c2526d7,7c2526d7 — Concreters Narellan,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Narellan,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1372; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0185,Wave 3 pending research,concreters-narellan,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Aerial view of a developing housing estate; visible purpose: Concrete Driveways,landscape,523:367,523x367,JPEG,aerial-new-housing-estate-908.jpg,Aerial view of a developing suburban housing estate,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,908,oran-park-growth-estate-908.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1372; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert an Oran Park growth estate.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0186,Wave 3 pending research,concreters-narellan,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Control joints and cracks; visible purpose: Concrete Slabs,landscape,627:469,627x469,JPEG,control-joints-and-cracks-909.jpg,Control joints and cracks,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,909,control-joints-and-cracks-909.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1372; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0187,Wave 3 pending research,concreters-narellan,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Coloured residential concrete patio; visible purpose: Exposed Aggregate,square,1:1,1176x1176,PNG,coloured-concrete-patio-924.png,Coloured concrete patio beside a home,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,924,coloured-concrete-south-west-sydney-924.png,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1372; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0188,Wave 3 pending research,concreters-narellan,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Stencilled or patterned concrete driveway; visible purpose: Patios & Alfresco,landscape,4:3,588x441,WebP,stencilled-concrete-driveway-925.webp,Stencilled concrete driveway with a block pattern,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,925,stencil-concrete-south-west-sydney-925.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1372; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0189,Wave 3 pending research,concreters-narellan,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Stamped concrete driveway; visible purpose: Paths & Pathways,square,1:1,543x543,JPEG,stamped-concrete-driveway-926.jpg,Stamped concrete driveway beside a brick home,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,926,stamped-concrete-south-west-sydney-926.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1372; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
